Bird Name	Folder
Manx Shearwater	Manx_Shearwater
Marbled Godwit	Marbled_Godwit
Marbled Murrelet	Marbled_Murrelet
Mariana Swiftlet	Mariana_Swiftlet
Marsh Sandpiper	Marsh_Sandpiper
Marsh Wren	Marsh_Wren
Masked Booby	Masked_Booby
Masked Duck	Masked_Duck
Masked Tityra	Masked_Tityra
Maui Akepa	Maui_Akepa
Maui Alauahio	Maui_Alauahio
Maui Nukupuu	Maui_Nukupuu
Maui Parrotbill	Maui_Parrotbill
Maui-nui Akialoa	Maui-nui_Akialoa
McCown's Longspur	McCowns_Longspur
McKay's Bunting	McKays_Bunting
Medium Egret	Medium_Egret
Merlin	Merlin
Mexican Chickadee	Mexican_Chickadee
Mexican Duck	Mexican_Duck
Mexican Jay	Mexican_Jay
Mexican Violetear	Mexican_Violetear
Mexican Whip-poor-will	Mexican_Whip-poor-will
Middendorff's Grasshopper Warbler	Middendorffs_Grasshopper_Warbler
Millerbird	Millerbird
Mississippi Kite	Mississippi_Kite
Mistle Thrush	Mistle_Thrush
Mitred Parakeet	Mitred_Parakeet
Monk Parakeet	Monk_Parakeet
Montezuma Quail	Montezuma_Quail
Morelet's Seedeater	Morelets_Seedeater
Mottled Duck	Mottled_Duck
Mottled Owl	Mottled_Owl
Mottled Petrel	Mottled_Petrel
Mountain Bluebird	Mountain_Bluebird
Mountain Chickadee	Mountain_Chickadee
Mountain Plover	Mountain_Plover
Mountain Quail	Mountain_Quail
Mourning Dove	Mourning_Dove
Mourning Warbler	Mourning_Warbler
Mugimaki Flycatcher	Mugimaki_Flycatcher
Murphy's Petrel	Murphys_Petrel
Muscovy Duck	Muscovy_Duck
Mute Swan	Mute_Swan
Nanday Parakeet	Nanday_Parakeet
Narcissus Flycatcher	Narcissus_Flycatcher
Nashville Warbler	Nashville_Warbler
Naumann's Thrush	Naumanns_Thrush
Nazca Booby	Nazca_Booby
Nelson's Sparrow	Nelsons_Sparrow
Neotropic Cormorant	Neotropic_Cormorant
Newell's Shearwater	Newells_Shearwater
Nihoa Finch	Nihoa_Finch
Northern Beardless-Tyrannulet	Northern_Beardless-Tyrannulet
Northern Bobwhite	Northern_Bobwhite
Northern Boobook	Northern_Boobook
Northern Cardinal	Northern_Cardinal
Northern Flicker	Northern_Flicker
Northern Fulmar	Northern_Fulmar
Northern Gannet	Northern_Gannet
Northern Giant-Petrel	Northern_Giant-Petrel
Northern Goshawk	Northern_Goshawk
Northern Harrier	Northern_Harrier
Northern Hawk Owl	Northern_Hawk_Owl
Northern House Wren	Northern_House_Wren
Northern Jacana	Northern_Jacana
Northern Lapwing	Northern_Lapwing
Northern Mockingbird	Northern_Mockingbird
Northern Parula	Northern_Parula
Northern Pintail	Northern_Pintail
Northern Pygmy-Owl	Northern_Pygmy-Owl
Northern Red Bishop	Northern_Red_Bishop
Northern Rough-winged Swallow	Northern_Rough-winged_Swallow
Northern Saw-whet Owl	Northern_Saw-whet_Owl
Northern Shoveler	Northern_Shoveler
Northern Shrike	Northern_Shrike
Northern Waterthrush	Northern_Waterthrush
Northern Wheatear	Northern_Wheatear
Northern Yellow (Yellow) Warbler	Northern_Yellow_(Yellow)_Warbler
Nuttall's Woodpecker	Nuttalls_Woodpecker
Nutting's Flycatcher	Nuttings_Flycatcher
Oahu Akepa	Oahu_Akepa
Oahu Akialoa	Oahu_Akialoa
Oahu Alauahio	Oahu_Alauahio
Oahu Amakihi	Oahu_Amakihi
Oahu Elepaio	Oahu_Elepaio
Oahu Nukupuu	Oahu_Nukupuu
Oahu Oo	Oahu_Oo
Oak Titmouse	Oak_Titmouse
Olive Sparrow	Olive_Sparrow
Olive Warbler	Olive_Warbler
Olive-backed Pipit	Olive-backed_Pipit
Olive-sided Flycatcher	Olive-sided_Flycatcher
Olomao	Olomao
Omao	Omao
Orange-billed Nightingale-Thrush	Orange-billed_Nightingale-Thrush
Orange-cheeked Waxbill	Orange-cheeked_Waxbill
Orange-crowned Warbler	Orange-crowned_Warbler
Orange-winged Parrot	Orange-winged_Parrot
Orchard Oriole	Orchard_Oriole
Oriental Cuckoo	Oriental_Cuckoo
Oriental Greenfinch	Oriental_Greenfinch
Oriental Honey-buzzard	Oriental_Honey-buzzard
Oriental Pratincole	Oriental_Pratincole
Oriental Scops-Owl	Oriental_Scops-Owl
Oriental Turtle-Dove	Oriental_Turtle-Dove
Osprey	Osprey
Ou	Ou
Ovenbird	Ovenbird
Pacific (Fork-tailed) Swift	Pacific_(Fork-tailed)_Swift
Pacific Golden-Plover	Pacific_Golden-Plover
Pacific Loon	Pacific_Loon
Pacific Wren	Pacific_Wren
Pacific-slope Flycatcher	Pacific-slope_Flycatcher
Paint-billed Crake	Paint-billed_Crake
Painted Bunting	Painted_Bunting
Painted Redstart	Painted_Redstart
Palila	Palila
Pallas's Bunting	Pallass_Bunting
Pallas's Grasshopper Warbler	Pallass_Grasshopper_Warbler
Pallas's Gull	Pallass_Gull
Pallas's Leaf Warbler	Pallass_Leaf_Warbler
Pallas's Rosefinch	Pallass_Rosefinch
Palm Warbler	Palm_Warbler
Parakeet Auklet	Parakeet_Auklet
Parasitic Jaeger	Parasitic_Jaeger
Parkinson's Petrel	Parkinsons_Petrel
Passenger Pigeon	Passenger_Pigeon
Pechora Pipit	Pechora_Pipit
Pectoral Sandpiper	Pectoral_Sandpiper
Pelagic Cormorant	Pelagic_Cormorant
Peregrine Falcon	Peregrine_Falcon
Phainopepla	Phainopepla
Philadelphia Vireo	Philadelphia_Vireo
Pied Wheatear	Pied_Wheatear
Pied-billed Grebe	Pied-billed_Grebe
Pigeon Guillemot	Pigeon_Guillemot
Pileated Woodpecker	Pileated_Woodpecker
Pin-tailed Snipe	Pin-tailed_Snipe
Pin-tailed Whydah	Pin-tailed_Whydah
Pine Bunting	Pine_Bunting
Pine Flycatcher	Pine_Flycatcher
Pine Grosbeak	Pine_Grosbeak
Pine Siskin	Pine_Siskin
Pine Warbler	Pine_Warbler
Pink-footed Goose	Pink-footed_Goose
Pink-footed Shearwater	Pink-footed_Shearwater
Pinyon Jay	Pinyon_Jay
Piping Plover	Piping_Plover
Piratic Flycatcher	Piratic_Flycatcher
Plain Chachalaca	Plain_Chachalaca
Plain-capped Starthroat	Plain-capped_Starthroat
Plumbeous Vireo	Plumbeous_Vireo
Pomarine Jaeger	Pomarine_Jaeger
Poo-uli	Poo-uli
Prairie Falcon	Prairie_Falcon
Prairie Warbler	Prairie_Warbler
Prothonotary Warbler	Prothonotary_Warbler
Providence Petrel	Providence_Petrel
Puaiohi	Puaiohi
Purple Finch	Purple_Finch
Purple Gallinule	Purple_Gallinule
Purple Martin	Purple_Martin
Purple Sandpiper	Purple_Sandpiper
Pygmy Nuthatch	Pygmy_Nuthatch
Pyrrhuloxia	Pyrrhuloxia
Razorbill	Razorbill
Red Avadavat	Red_Avadavat
Red Crossbill	Red_Crossbill
Red Junglefowl	Red_Junglefowl
Red Knot	Red_Knot
Red Phalarope	Red_Phalarope
Red-backed Shrike	Red-backed_Shrike
Red-bellied Woodpecker	Red-bellied_Woodpecker
Red-billed Leiothrix	Red-billed_Leiothrix
Red-billed Pigeon	Red-billed_Pigeon
Red-billed Tropicbird	Red-billed_Tropicbird
Red-breasted Merganser	Red-breasted_Merganser
Red-breasted Nuthatch	Red-breasted_Nuthatch
Red-breasted Sapsucker	Red-breasted_Sapsucker
Red-cockaded Woodpecker	Red-cockaded_Woodpecker
Red-crested Cardinal	Red-crested_Cardinal
Red-crowned Amazon	Red-crowned_Amazon
Red-eyed Vireo	Red-eyed_Vireo
Red-faced Cormorant	Red-faced_Cormorant
Red-faced Warbler	Red-faced_Warbler
Red-flanked Bluetail	Red-flanked_Bluetail
Red-footed Booby	Red-footed_Booby
Red-footed Falcon	Red-footed_Falcon
Red-headed Woodpecker	Red-headed_Woodpecker
Red-legged Honeycreeper	Red-legged_Honeycreeper
Red-legged Kittiwake	Red-legged_Kittiwake
Red-legged Thrush	Red-legged_Thrush
Red-lored Amazon	Red-lored_Amazon
Red-masked Parakeet	Red-masked_Parakeet
Red-naped Sapsucker	Red-naped_Sapsucker
Red-necked Grebe	Red-necked_Grebe
Red-necked Phalarope	Red-necked_Phalarope
Red-necked Stint	Red-necked_Stint
Red-shouldered Hawk	Red-shouldered_Hawk
Red-tailed Hawk	Red-tailed_Hawk
Red-tailed Tropicbird	Red-tailed_Tropicbird
Red-throated Loon	Red-throated_Loon
Red-throated Pipit	Red-throated_Pipit
Red-vented Bulbul	Red-vented_Bulbul
Red-whiskered Bulbul	Red-whiskered_Bulbul
Red-winged Blackbird	Red-winged_Blackbird
Reddish Egret	Reddish_Egret
Redhead	Redhead
Redpoll	Redpoll
Redwing	Redwing
Reed Bunting	Reed_Bunting
Rhinoceros Auklet	Rhinoceros_Auklet
Ridgway's Rail	Ridgways_Rail
Ring-billed Gull	Ring-billed_Gull
Ring-necked Duck	Ring-necked_Duck
Ring-necked Pheasant	Ring-necked_Pheasant
Ringed Kingfisher	Ringed_Kingfisher
Ringed Storm-Petrel	Ringed_Storm-Petrel
River Warbler	River_Warbler
Rivoli's Hummingbird	Rivolis_Hummingbird
Roadside Hawk	Roadside_Hawk
Rock Dove	Rock_Dove
Rock Pigeon	Rock_Dove
Rock Ptarmigan	Rock_Ptarmigan
Rock Sandpiper	Rock_Sandpiper
Rock Wren	Rock_Wren
Rose-breasted Grosbeak	Rose-breasted_Grosbeak
Rose-ringed Parakeet	Rose-ringed_Parakeet
Rose-throated Becard	Rose-throated_Becard
Roseate Spoonbill	Roseate_Spoonbill
Roseate Tern	Roseate_Tern
Ross' Goose	Ross_Goose
Ross's Goose	Ross_Goose
Ross's Gull	Rosss_Gull
Rosy-faced Lovebird	Rosy-faced_Lovebird
Rough-legged Hawk	Rough-legged_Hawk
Royal Tern	Royal_Tern
Ruby-crowned Kinglet	Ruby-crowned_Kinglet
Ruby-throated Hummingbird	Ruby-throated_Hummingbird
Ruddy Duck	Ruddy_Duck
Ruddy Ground Dove	Ruddy_Ground_Dove
Ruddy Quail-Dove	Ruddy_Quail-Dove
Ruddy Shelduck	Ruddy_Shelduck
Ruddy Turnstone	Ruddy_Turnstone
Ruff	Ruff
Ruffed Grouse	Ruffed_Grouse
Rufous Hummingbird	Rufous_Hummingbird
Rufous-backed Robin	Rufous-backed_Robin
Rufous-capped Warbler	Rufous-capped_Warbler
Rufous-collared Sparrow	Rufous-collared_Sparrow
Rufous-crowned Sparrow	Rufous-crowned_Sparrow
Rufous-necked Wood-Rail	Rufous-necked_Wood-Rail
Rufous-tailed Robin	Rufous-tailed_Robin
Rufous-tailed Rock-Thrush	Rufous-tailed_Rock-Thrush
Rufous-winged Sparrow	Rufous-winged_Sparrow
Rustic Bunting	Rustic_Bunting
Rusty Blackbird	Rusty_Blackbird
Sabine's Gull	Sabines_Gull
Saffron Finch	Saffron_Finch
Sage Grouse	Sage_Grouse
Sage Sparrow	Sage_Sparrow
Sage Thrasher	Sage_Thrasher
Sagebrush Sparrow	Sagebrush_Sparrow
Saltmarsh Sparrow	Saltmarsh_Sparrow
Salvin's Albatross	Salvins_Albatross
Sanderling	Sanderling
Sandhill Crane	Sandhill_Crane
Sandwich Tern	Sandwich_Tern
Sargasso Shearwater	Sargasso_Shearwater
Savannah Sparrow	Savannah_Sparrow
Say's Phoebe	Says_Phoebe
Scaled Quail	Scaled_Quail
Scaly-breasted Munia	Scaly-breasted_Munia
Scaly-naped Pigeon	Scaly-naped_Pigeon
Scarlet Ibis	Scarlet_Ibis
Scarlet Tanager	Scarlet_Tanager
Scissor-tailed Flycatcher	Scissor-tailed_Flycatcher
Scopoli's Shearwater	Scopolis_Shearwater
Scott's Oriole	Scotts_Oriole
Scripps's Murrelet	Scrippss_Murrelet
Seaside Sparrow	Seaside_Sparrow
Sedge Warbler	Sedge_Warbler
Sedge Wren	Sedge_Wren
Semipalmated Plover	Semipalmated_Plover
Semipalmated Sandpiper	Semipalmated_Sandpiper
Sharp-shinned Hawk	Sharp-shinned_Hawk
Sharp-tailed Grouse	Sharp-tailed_Grouse
Sharp-tailed Sandpiper	Sharp-tailed_Sandpiper
Shiny Cowbird	Shiny_Cowbird
Short-billed Dowitcher	Short-billed_Dowitcher
Short-billed Gull	Short-billed_Gull
Short-eared Owl	Short-eared_Owl
Short-tailed Albatross	Short-tailed_Albatross
Short-tailed Hawk	Short-tailed_Hawk
Short-tailed Shearwater	Short-tailed_Shearwater
Siberian Accentor	Siberian_Accentor
Siberian Blue Robin	Siberian_Blue_Robin
Siberian House-Martin	Siberian_House-Martin
Siberian Pipit	Siberian_Pipit
Siberian Rubythroat	Siberian_Rubythroat
Siberian Sand-Plover	Siberian_Sand-Plover
Siberian Stonechat	Siberian_Stonechat
Silver Pheasant	Silver_Pheasant
Sinaloa Wren	Sinaloa_Wren
Slate-throated Redstart	Slate-throated_Redstart
Slaty-backed Gull	Slaty-backed_Gull
Slender-billed Curlew	Slender-billed_Curlew
Small-billed Elaenia	Small-billed_Elaenia
Smew	Smew
Smith's Longspur	Smiths_Longspur
Smooth-billed Ani	Smooth-billed_Ani
Snail Kite	Snail_Kite
Snow Bunting	Snow_Bunting
Snow Goose	Snow_Goose
Snowy Egret	Snowy_Egret
Snowy Owl	Snowy_Owl
Snowy Plover	Snowy_Plover
Social Flycatcher	Social_Flycatcher
Solitary Sandpiper	Solitary_Sandpiper
Solitary Snipe	Solitary_Snipe
Song Sparrow	Song_Sparrow
Song Thrush	Song_Thrush
Sooty Grouse	Sooty_Grouse
Sooty Shearwater	Sooty_Shearwater
Sooty Tern	Sooty_Tern
Sora	Sora
South Polar Skua	South_Polar_Skua
Southern Lapwing	Southern_Lapwing
Southern Martin	Southern_Martin
Spectacled Eider	Spectacled_Eider
Spoon-billed Sandpiper	Spoon-billed_Sandpiper
Spot-breasted Oriole	Spot-breasted_Oriole
Spotted Dove	Spotted_Dove
Spotted Flycatcher	Spotted_Flycatcher
Spotted Owl	Spotted_Owl
Spotted Rail	Spotted_Rail
Spotted Redshank	Spotted_Redshank
Spotted Sandpiper	Spotted_Sandpiper
Spotted Towhee	Spotted_Towhee
Sprague's Pipit	Spragues_Pipit
Spruce Grouse	Spruce_Grouse
Stejneger's Petrel	Stejnegers_Petrel
Stejneger's Scoter	Stejnegers_Scoter
Steller's Eider	Stellers_Eider
Steller's Jay	Stellers_Jay
Steller's Sea-Eagle	Stellers_Sea-Eagle
Stilt Sandpiper	Stilt_Sandpiper
Streak-backed Oriole	Streak-backed_Oriole
Streaked Shearwater	Streaked_Shearwater
Striped Sparrow	Striped_Sparrow
Stygian Owl	Stygian_Owl
Sulphur-bellied Flycatcher	Sulphur-bellied_Flycatcher
Summer Tanager	Summer_Tanager
Sungrebe	Sungrebe
Surf Scoter	Surf_Scoter
Surfbird	Surfbird
Swainson's Hawk	Swainsons_Hawk
Swainson's Thrush	Swainsons_Thrush
Swainson's Warbler	Swainsons_Warbler
Swallow-tailed Gull	Swallow-tailed_Gull
Swallow-tailed Kite	Swallow-tailed_Kite
Swamp Sparrow	Swamp_Sparrow
Swinhoe's Storm-Petrel	Swinhoes_Storm-Petrel
Swinhoe's White-eye	Swinhoes_White-eye
Tahiti Petrel	Tahiti_Petrel
Taiga Bean-Goose	Taiga_Bean-Goose
Taiga Flycatcher	Taiga_Flycatcher
Tamaulipas Crow	Tamaulipas_Crow
Tanimbar Corella	Tanimbar_Corella
Tawny-shouldered Blackbird	Tawny-shouldered_Blackbird
Temminck's Stint	Temmincks_Stint
Tennessee Warbler	Tennessee_Warbler
Terek Sandpiper	Terek_Sandpiper
Thick-billed Kingbird	Thick-billed_Kingbird
Thick-billed Longspur	McCowns_Longspur
Thick-billed Murre	Thick-billed_Murre
Thick-billed Parrot	Thick-billed_Parrot
Thick-billed Vireo	Thick-billed_Vireo
Thick-billed Warbler	Thick-billed_Warbler
Townsend's Solitaire	Townsends_Solitaire
Townsend's Storm-Petrel	Townsends_Storm-Petrel
Townsend's Warbler	Townsends_Warbler
Tree Pipit	Tree_Pipit
Tree Swallow	Tree_Swallow
Tricolored Blackbird	Tricolored_Blackbird
Tricolored Heron	Tricolored_Heron
Tricolored Munia	Tricolored_Munia
Trindade Petrel	Trindade_Petrel
Tristram's Storm-Petrel	Tristrams_Storm-Petrel
Tropical Kingbird	Tropical_Kingbird
Tropical Mockingbird	Tropical_Mockingbird
Tropical Parula	Tropical_Parula
Trumpeter Swan	Trumpeter_Swan
Tufted Duck	Tufted_Duck
Tufted Flycatcher	Tufted_Flycatcher
Tufted Puffin	Tufted_Puffin
Tufted Titmouse	Tufted_Titmouse
Tundra Bean-Goose	Tundra_Bean-Goose
Tundra Swan	Tundra_Swan
Turkey Vulture	Turkey_Vulture
Ula-ai-hawane	Ula-ai-hawane
Upland Sandpiper	Upland_Sandpiper
Variable Hawk*	Variable_Hawk*
Varied Bunting	Varied_Bunting
Varied Thrush	Varied_Thrush
Variegated Flycatcher	Variegated_Flycatcher
Vaux's Swift	Vauxs_Swift
Veery	Veery
Vega Gull	Vega_Gull
Verdin	Verdin
Vermilion Flycatcher	Vermilion_Flycatcher
Vesper Sparrow	Vesper_Sparrow
Violet-crowned Hummingbird	Violet-crowned_Hummingbird
Violet-green Swallow	Violet-green_Swallow
Virginia Rail	Virginia_Rail
Virginia's Warbler	Virginias_Warbler
Wandering Albatross	Wandering_Albatross
Wandering Tattler	Wandering_Tattler
Warbling White-eye	Warbling_White-eye
Waved Albatross	Waved_Albatross
Wedge-rumped Storm-Petrel	Wedge-rumped_Storm-Petrel
Wedge-tailed Shearwater	Wedge-tailed_Shearwater
West Indian Whistling-Duck	West_Indian_Whistling-Duck
Western Bluebird	Western_Bluebird
Western Cattle-Egret	Western_Cattle-Egret
Western Flycatcher	Western_Flycatcher
Western Grebe	Western_Grebe
Western Gull	Western_Gull
Western Kingbird	Western_Kingbird
Western Marsh Harrier	Western_Marsh_Harrier
Western Meadowlark	Western_Meadowlark
Western Reef-Heron	Western_Reef-Heron
Western Sandpiper	Western_Sandpiper
Western Screech-Owl	Western_Screech-Owl
Western Spindalis	Western_Spindalis
Western Tanager	Western_Tanager
Western Warbling-Vireo	Western_Warbling-Vireo
Western Wood-Pewee	Western_Wood-Pewee
Whip-poor-will	Whip-poor-will
Whiskered Auklet	Whiskered_Auklet
Whiskered Screech-Owl	Whiskered_Screech-Owl
Whiskered Tern	Whiskered_Tern
White Ibis	White_Ibis
White Wagtail	White_Wagtail
White-breasted Nuthatch	White-breasted_Nuthatch
White-capped Albatross	White-capped_Albatross
White-cheeked Pintail	White-cheeked_Pintail
White-chinned Petrel	White-chinned_Petrel
White-collared Swift	White-collared_Swift
White-crested Elaenia	White-crested_Elaenia
White-crowned Pigeon	White-crowned_Pigeon
White-crowned Sparrow	White-crowned_Sparrow
White-eared Hummingbird	White-eared_Hummingbird
White-eyed Parakeet	White-eyed_Parakeet
White-eyed Vireo	White-eyed_Vireo
White-faced Ibis	White-faced_Ibis
White-faced Storm-Petrel	White-faced_Storm-Petrel
White-fronted Amazon	White-fronted_Amazon
White-headed Woodpecker	White-headed_Woodpecker
White-necked Petrel	White-necked_Petrel
White-rumped Sandpiper	White-rumped_Sandpiper
White-rumped Shama	White-rumped_Shama
White-tailed Eagle	White-tailed_Eagle
White-tailed Hawk	White-tailed_Hawk
White-tailed Kite	White-tailed_Kite
White-tailed Ptarmigan	White-tailed_Ptarmigan
White-tailed Tropicbird	White-tailed_Tropicbird
White-throated Needletail	White-throated_Needletail
White-throated Sparrow	White-throated_Sparrow
White-throated Swift	White-throated_Swift
White-throated Thrush	White-throated_Thrush
White-tipped Dove	White-tipped_Dove
White-winged Crossbill	White-winged_Crossbill
White-winged Dove	White-winged_Dove
White-winged Parakeet	White-winged_Parakeet
White-winged Scoter	White-winged_Scoter
White-winged Tern	White-winged_Tern
Whooper Swan	Whooper_Swan
Whooping Crane	Whooping_Crane
Wild Turkey	Wild_Turkey
Willet	Willet
Williamson's Sapsucker	Williamsons_Sapsucker
Willow Flycatcher	Willow_Flycatcher
Willow Ptarmigan	Willow_Ptarmigan
Willow Warbler	Willow_Warbler
Wilson's Phalarope	Wilsons_Phalarope
Wilson's Plover	Wilsons_Plover
Wilson's Snipe	Wilsons_Snipe
Wilson's Storm-Petrel	Wilsons_Storm-Petrel
Wilson's Warbler	Wilsons_Warbler
Winter Wren	Winter_Wren
Wood Duck	Wood_Duck
Wood Sandpiper	Wood_Sandpiper
Wood Stork	Wood_Stork
Wood Thrush	Wood_Thrush
Wood Warbler	Wood_Warbler
Woodhouse's Scrub-Jay	Woodhouses_Scrub-Jay
Worm-eating Warbler	Worm-eating_Warbler
Worthen's Sparrow	Worthens_Sparrow
Wrentit	Wrentit
Xantus's Hummingbird	Xantuss_Hummingbird
Yellow Bittern	Yellow_Bittern
Yellow Grosbeak	Yellow_Grosbeak
Yellow Rail	Yellow_Rail
Yellow-bellied Flycatcher	Yellow-bellied_Flycatcher
Yellow-bellied Sapsucker	Yellow-bellied_Sapsucker
Yellow-billed Cardinal	Yellow-billed_Cardinal
Yellow-billed Cuckoo	Yellow-billed_Cuckoo
Yellow-billed Loon	Yellow-billed_Loon
Yellow-billed Magpie	Yellow-billed_Magpie
Yellow-breasted Bunting	Yellow-breasted_Bunting
Yellow-breasted Chat	Yellow-breasted_Chat
Yellow-browed Bunting	Yellow-browed_Bunting
Yellow-browed Warbler	Yellow-browed_Warbler
Yellow-chevroned Parakeet	Yellow-chevroned_Parakeet
Yellow-crowned Night Heron	Yellow-crowned_Night-Heron
Yellow-crowned Night-Heron	Yellow-crowned_Night-Heron
Yellow-eyed Junco	Yellow-eyed_Junco
Yellow-faced Grassquit	Yellow-faced_Grassquit
Yellow-footed Gull	Yellow-footed_Gull
Yellow-fronted Canary	Yellow-fronted_Canary
Yellow-green Vireo	Yellow-green_Vireo
Yellow-headed Amazon	Yellow-headed_Amazon
Yellow-headed Blackbird	Yellow-headed_Blackbird
Yellow-headed Caracara	Yellow-headed_Caracara
Yellow-legged Gull	Yellow-legged_Gull
Yellow-rumped Warbler	Yellow-rumped_Warbler
Yellow-throated Bunting	Yellow-throated_Bunting
Yellow-throated Vireo	Yellow-throated_Vireo
Yellow-throated Warbler	Yellow-throated_Warbler
Yucatan Vireo	Yucatan_Vireo
Zebra Dove	Zebra_Dove
Zenaida Dove	Zenaida_Dove
Zino's Petrel	Zinos_Petrel
Zone-tailed Hawk	Zone-tailed_Hawk
